ID,URL,County,Desc_short,Status,District,Cost_estimate,Desc_long,Manager,Type
0004300,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004300,"Murray , Whitfield",SR 560/East-West Hwy From SR 3/Whitfield To US 411/Murray,PRE-CONSTRUCTION,14,58100000.0,No description.,Albert V. Shelby III,New Construction
0004301,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004301,Gilmer,SR 560/East-West Highway From SR 52 To US 76,PRE-CONSTRUCTION,9,14200000.0,No description.,Albert V. Shelby III,New Construction
0004302,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004302,White,East-West Hwy From SR 115/SR 284 Along Westmoreland To SR 11,PRE-CONSTRUCTION,9,5400000.0,No description.,Albert V. Shelby III,New Construction
0004303,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004303,White,SR 560/East-West Highway From SR 11 To SR 384,PRE-CONSTRUCTION,9,33800000.0,No description.,Albert V. Shelby III,New Construction
0004304,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004304,Habersham,SR 560/East-West Highway From SR 384 To SR 365,PRE-CONSTRUCTION,9,33800000.0,No description.,Albert V. Shelby III,New Construction
0004407,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004407,Coweta,Lower Fayetteville RD From Grieson Trail To Fischer RD- GRTA,UNDER-CONSTRUCTION,3,0.0,"The proposed project would consist of maintenance and operational improvements along Lower Fayetteville Road from Greison Trail to SR 54 (Fischer Road) in Coweta County. The existing 2-lane roadway's pavement would be widened 2 feet on each side, except in the area of the Chandler's Lake Dam where all widening would occur on the southern side of the roadway. The project would include leveling and resurfacing of the roadway, as well as shoulder improvements. The intersections of Lower Fayetteville Road with Sullivan Road, Lora Smith Road, and Parks Road would be improved to include turn lanes. The proposed project would generally be constructed within the existing 80-foot right-of-way, except at the intersections, which are to be improved. Approx. 20 feet of right-of-way will be acquired at each intersection. The total project length is approx. 9.65 miles. Traffic would be maintained on the existing roadways during construction. This is a local let GRTA Arterial project.",Stanley Hill,Reconstruction/Rehabilitation
0004428,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004428,Douglas,Ca - CR 817/Lee RD From I-20 To SR 92/Fairburn RD,UNDER-CONSTRUCTION,6,31078812.86,GDOT partner with Douglas County DOT to provide a four lane urban roadway divided by a 20' raised grassed median. The existing 5' grassed shoulders will be replaced with 16' shoulders with curb & gutters & 5' sidewalks. An 8' asphalt multi-use trail will be placed within the 16' shoulder along the east side of Lee Rd from East County Line Rd to the end of project. Existing traffic signal at SR 92/Fairburn Rd will be upgraded.,Olusola T. Adekonojo,Reconstruction/Rehabilitation
0004451,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004451,DeKalb,CR 1285/Clifton Road @ CSX/Rr,PRE-CONSTRUCTION,5,9123713.0,No description.,Albert V. Shelby III,Replacement
0004497,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004497,Cherokee,Woodstock Greenway,PRE-CONSTRUCTION,11,2000000.0,No description.,Albert V. Shelby III,Enhancement
0004634,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004634,"Forsyth , Fulton",Mcginnis Ferry Road From Sargent Road To Union Hill Road,UNDER-CONSTRUCTION,7,66790902.47,The proposed project would consist of the widening of McGinnis Ferry Road from Seven Oaks Parkway terminating approximately 1000 feet east of the Big Creek Bridge. The length of the proposed project is approximately 2.86 miles. The proposed design includes two lanes in each direction with a 20-foot raised median. The design speed is 45 mph. The proposed outside shoulder would be a 16-foot urban shoulder on the north side containing curb and gutter with a 10-foot multi-used path and on the south side would be a 12 foot-urban shoulder containing curb and gutter with 5-foot sidewalks.,Kesha Wynn,Reconstruction/Rehabilitation
0004748,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004748,Tift,SR 125 From SR 7 To Existing 4-Lane @ CR 413/ 20Th St,PRE-CONSTRUCTION,8,11561189.7,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004749,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004749,Tift,SR 125 From CR 329/40Th St To CR 421/Chula Brookfield RD,PRE-CONSTRUCTION,8,44826432.93,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004750,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004750,"Irwin , Tift",SR 125 From CR 421/Chula Brookfield RD/Tift To SR 32/Irwin,PRE-CONSTRUCTION,8,63187436.84,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004751,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004751,"Ben Hill , Irwin",SR 125 From SR 32/Irwin To SR 107/Ben Hill,PRE-CONSTRUCTION,8,50613176.25,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004752,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004752,"Stewart , Webster",SR 27/US 280 From SR 520 In Richland To SR 41 In Preston,PRE-CONSTRUCTION,2,76621723.99,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004753,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004753,"Sumter , Webster",SR 27/US 280 From SR 41/Webster To Plains City Limits/Sumter,PRE-CONSTRUCTION,2,66491748.42,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004754,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004754,"Crisp , Wilcox",SR 30/US 280 From CS 667/Arc Way Ave/Crisp To SR 159/Wilcox,PRE-CONSTRUCTION,8,104683534.6,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004768,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004768,Wilcox,SR 30/US 280 From SR 159 To CR 208/Mt Olive RD ,PRE-CONSTRUCTION,8,93294144.98,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004769,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004769,"Dodge , Wilcox",SR 30/US 280 From CR 208/Mt Olive RD/Wilcox To SR 117/Dodge ,PRE-CONSTRUCTION,8,136687173.3,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004770,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004770,Dodge,SR 30/US 280 From SR 117 To The Telfair County Line,PRE-CONSTRUCTION,8,75134416.64,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004771,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004771,Telfair,SR 30/US 280 From The Dodge County Line To SR 27,PRE-CONSTRUCTION,8,97825233.29,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004772,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004772,"Telfair , Wheeler",SR 30/US 280 From SR 27/Telfair To SR 126/Wheeler,PRE-CONSTRUCTION,8,75944377.57,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004773,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004773,Wheeler,SR 30/US 280 From SR 126 To SR 19,PRE-CONSTRUCTION,12,64839444.07,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004774,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004774,"Montgomery , Wheeler",SR 30/US 280 From SR 19/Wheeler Thru Montgomery To Toombs Line,PRE-CONSTRUCTION,12,103744351.5,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004775,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004775,Toombs,SR 30/US 280 From West Of SR 4/US 1 To SR 86,PRE-CONSTRUCTION,12,60492782.11,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004776,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004776,"Tattnall , Toombs",SR 30/US 280 From West Of SR 86/Toombs To CR 219/Tattnall,PRE-CONSTRUCTION,12,93148244.1,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004777,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004777,"Evans , Tattnall",SR 30/US 280 From CR 219/Tattnall To West Of SR 292/Evans,PRE-CONSTRUCTION,12,38525866.8,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004778,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004778,"Bryan , Evans",SR 30/US 280 From West Claxton City Lmt/Evans To SR 119/Bryan,PRE-CONSTRUCTION,1,117190354.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004779,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004779,Bryan,SR 30/US 280 From SR 119 To The End Of US 280 @ SR 26/US 80,PRE-CONSTRUCTION,1,95275456.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004790,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004790,Terrell,SR 32 From SR 50 To CR 101/Sapp Road,PRE-CONSTRUCTION,2,54445487.45,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004791,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004791,"Lee , Terrell",SR 32 From CR 101/Sapp RD/Terrell To SR 3/Leesburg Bypass/Lee,PRE-CONSTRUCTION,2,42760902.8,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004792,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004792,Lee,SR 32 From SR 3/Leesburg Bypass To SR 91,PRE-CONSTRUCTION,2,40581404.44,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004793,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004793,"Lee , Worth",SR 32 From SR 91/Lee To SR 300/Worth,PRE-CONSTRUCTION,8,25917888.46,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004794,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004794,Worth,SR 32 From SR 300 To SR 313,PRE-CONSTRUCTION,8,36017357.44,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004795,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004795,Worth,SR 32 From SR 313 To SR 33,PRE-CONSTRUCTION,8,26798909.71,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004796,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004796,"Turner , Worth",SR 32 From SR 33/Worth To SR 7/Turner,PRE-CONSTRUCTION,8,79028425.91,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004797,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004797,Turner,SR 32 From SR 7 East Intersection To East Of I-75,PRE-CONSTRUCTION,8,26415269.73,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004800,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004800,Coffee,SR 32 From US 441 To CR 552/Liberty St Incl Gauss Bridge,PRE-CONSTRUCTION,8,125914351.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004801,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004801,"Bacon , Coffee",SR 32 From CS 650/Liberty St/Coffee To CR 317/Wildes RD/Bacon,PRE-CONSTRUCTION,8,74319311.45,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004802,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004802,Bacon,SR 32 From CR 280/Dredge RD To SR 203,PRE-CONSTRUCTION,1,30787663.15,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004803,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004803,Bacon,SR 32 From SR 203 To CR 324/Coffee Road,PRE-CONSTRUCTION,1,34942969.55,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004808,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004808,"Bacon , Pierce",SR 32 From CR 324/Bacon To SR 15/Pierce ,PRE-CONSTRUCTION,1,55162761.9,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004809,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004809,Pierce,SR 32 From SR 15 To US 84 ,PRE-CONSTRUCTION,1,83177487.98,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004810,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004810,Pierce,SR 32 From SR 38/US 84 To CR 117/Kennell Road,PRE-CONSTRUCTION,1,14523020.4,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004811,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004811,"Brantley , Pierce",SR 32 From CR 117/Kennell Road/Pierce To SR 23/US 301/Brantley,PRE-CONSTRUCTION,1,99822893.84,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004812,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004812,Brantley,SR 32 From US 301 To SR 110 ,PRE-CONSTRUCTION,1,28656138.64,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004813,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004813,Brantley,SR 32 From SR 110 To CR 301/Wilkerson Road,PRE-CONSTRUCTION,1,63977266.93,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004814,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004814,"Brantley , Glynn",SR 32 From CR 301/Wilkerson RD/Brantley To SR 99/Glynn,PRE-CONSTRUCTION,1,51346252.91,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004911,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004911,Laurens,SR 29 @ SR 86 East Of Dublin,PRE-CONSTRUCTION,12,1840910.78,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0004912,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004912,Jasper,SR 83 Bypass From SR 83/380 Northwest On New Loc To SR 11,PRE-CONSTRUCTION,10,5571000.0,No description.,Albert V. Shelby III,New Construction
0004914,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004914,Johnson,Wrightsville South Bypass,PRE-CONSTRUCTION,12,5590000.0,No description.,Albert V. Shelby III,New Construction
0004915,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004915,"Bartow , Floyd",SR 140 - Widening And Reconstruction,UNDER-CONSTRUCTION,11,90882122.76,This project is the widening of SR 140 from SR 53 to 0.3 miles west of Oothkalooga Creek. The roadway will be widened from 2 to 4 lanes with a 44' grassed median. The project will transition from the 4 lanes with 44' grassed median to an urban section with 4 lanes and a 20' raised concrete median at the end of the project.,Cynthia Clements Burney,Reconstruction/Rehabilitation
0005228,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005228,"Johnson , Laurens , Washington",SR 68 From SR 19/US 80/Laurens To SR 57/Washington - Reloc,PRE-CONSTRUCTION,12,30152000.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0005248,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005248,Lumpkin,SR 560/East-West Hwy From SR 9/SR 52 New Loc To Sr52/Sr115 Int,PRE-CONSTRUCTION,7,18000000.0,No description.,Albert V. Shelby III,New Construction
0005312,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005312,Morgan,SR 83 West Madison Bypass,PRE-CONSTRUCTION,10,7877500.0,No description.,Albert V. Shelby III,New Construction
0005313,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005313,Gordon,SR 156 From CR 483 To CR 481 Incl Newtown Br & Crane Eater Br,PRE-CONSTRUCTION,11,51063524.74,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0005314,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005314,Gordon,SR 156 From CR 232 To A Point 1 Mile East,PRE-CONSTRUCTION,11,5478347.0,"This project is proposed to add passing lanes within this rural, 1.24-mile segment of SR 156 in Gordon County from CR 232/Langford Road to a point 1 mile east.",Ashley Deana Culp,Reconstruction/Rehabilitation
